run_id;strategy_id;year;strategy_return_pct;spy_return_pct;excess_return_pct;winner
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;1999;0,0;19,380238760477518;-19,380238760477518;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2000;23,647364032270456;-9,79802320584444;33,4453872381149;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2001;-13,596632425522303;-11,26637317670427;-2,3302592488180327;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2002;-18,731581612459138;-23,63022220273361;4,898640590274471;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2003;75,02716104042679;22,191719723505443;52,83544131692135;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2004;24,551096058689815;8,66672579224328;15,884370266446535;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2005;20,579445747459758;3,499583522588412;17,079862224871345;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2006;10,296142016826803;11,775847299380949;-1,4797052825541464;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2007;25,004174562212356;3,423648414691982;21,580526147520374;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2008;-31,949795146829274;-37,735456824562995;5,785661677733721;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2009;7,500622012994196;19,879521879234098;-12,378899866239902;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2010;21,154119068820656;10,959144064481974;10,194975004338682;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2011;-1,8601025599602972;-1,2199945017918434;-0,6401080581684537;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2012;15,963943238744594;11,694120519301453;4,269822719443141;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2013;19,175803602546782;26,448038839187028;-7,272235236640245;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2014;17,19602672082825;12,366059120717686;4,829967600110564;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2015;5,430989728813951;-0,7593815967543827;6,190371325568334;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2016;16,350805249057252;11,197887786494176;5,152917462563076;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2017;14,396578303675668;18,478058445821468;-4,0814801421458;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2018;13,37802725262327;-7,013428438904956;20,391455691528225;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2019;20,082168315867577;28,651368924082753;-8,569200608215176;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2020;28,75769880246515;15,086037646519523;13,671661155945626;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2021;17,646789542874597;28,788736259166804;-11,141946716292207;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2022;-0,9976108589707877;-19,94515511159379;18,947544252623004;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2023;24,21637436663073;24,812244214345846;-0,5958698477151145;spy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2024;58,354859618900875;23,998735778721247;34,35612384017963;strategy
DD_EXIT_01_HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;HYP_DD_FIRST_EXIT_SOFTTOPN5_PROFITLOCK_15_3_25_8_V1;2025;32,50341638507377;16,639293552326606;15,864122832747164;strategy
